,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Ptot,Z
171,2.2776,664870.0,1.794,1198.1,4.9186,0,139890.0,5.5798e+17,206.8,,12.5,4.4001,0,0,648900.3272437777,0.9973657317050418
172,2.2439,655840.0,1.808,1185.9,5.3672,0,136990.0,5.1673e+17,205.53,,12.573,4.4732,0,0,644211.4472628818,0.9973564823681743
173,2.2083,646270.0,1.823,1172.9,5.7507,0,133910.0,4.7307e+17,204.17,,12.646,4.5463,0,0,638981.8051873952,0.9973474234458394
174,2.1652,634550.0,1.8407,1156.6,5.7431,0,130250.0,4.211e+17,202.55,,12.719,4.6194,0,0,632238.0350286126,0.9973383304605453
175,2.1196,622260.0,1.8606,1139.4,6.4201,0,126400.0,3.6632e+17,200.78,,12.792,4.6925,0,0,625370.1463614766,0.9973277031449311
176,2.0655,607640.0,1.8844,1118.6,5.7611,0,121880.0,3.022e+17,198.67,,12.866,4.7656,0,0,616804.0950770266,0.9973167792611618
177,2.0079,591990.0,1.9106,1096.1,5.3185,0,117110.0,2.3444e+17,196.37,,12.939,4.8387,0,0,607457.9688287461,0.9973054742300695
178,1.952,576730.0,1.9361,1073.8,4.7214,0,112560.0,1.6986e+17,194.15,,13.012,4.9118,0,0,597889.6277818882,0.9972974533544426
179,1.8993,562390.0,1.9619,1052.6,4.8753,0,108280.0,1.0902e+17,191.94,,13.085,4.9849,0,0,588998.897694665,0.997287530876901
180,1.8472,548130.0,1.9874,1031.2,4.4958,0,104120.0,4.9991e+16,189.77,,13.158,5.058,0,0,579704.7495792892,0.9972806670043476
181,1.7976,534370.0,2.0107,1009.9,4.743,0,100260.0,-4783600000000000.0,187.79,,13.231,5.1311,0,0,570095.8774133399,0.9972797844955513
182,1.754,522410.0,2.0327,991.42,4.7443,0,96886.0,-5.2739e+16,185.98,,13.304,5.2042,0,0,561876.9145816135,0.9972780164490147
183,1.7107,510500.0,2.055,972.77,5.309,0,93569.0,-9.9843e+16,184.15,,13.377,5.2773,0,0,553495.6464151848,0.9972766795735888
184,1.668,498690.0,2.0783,954.12,5.5072,0,90317.0,-1.4603e+17,182.26,,13.45,5.3504,0,0,545330.0866956513,0.9972734495851052
185,1.6254,486910.0,2.1018,935.49,5.5989,0,87079.0,-1.9201e+17,180.36,,13.524,5.4235,0,0,536670.0218630432,0.9972725534823246
186,1.583,475110.0,2.1262,916.53,5.6456,0,83908.0,-2.3704e+17,178.41,,13.597,5.4966,0,0,528149.4190346126,0.9972703304913262
187,1.5407,463300.0,2.1508,897.49,5.6825,0,80751.0,-2.8186e+17,176.46,,13.67,5.5697,0,0,519099.6920326169,0.9972712221687441
188,1.4987,451560.0,2.1762,878.25,5.6613,0,77688.0,-3.2536e+17,174.48,,13.743,5.6428,0,0,510286.02947685553,0.9972710339129035
189,1.4569,439840.0,2.2017,858.95,5.6255,0,74649.0,-3.6852e+17,172.49,,13.816,5.7159,0,0,500943.3612182419,0.9972732861299054
190,1.4161,428330.0,2.2277,839.72,5.5417,0,71733.0,-4.0993e+17,170.5,,13.889,5.789,0,0,491902.5380059445,0.9972749506549021
191,1.3755,416880.0,2.2539,820.52,5.4445,0,68851.0,-4.5085e+17,168.51,,13.962,5.8621,0,0,482444.5130416393,0.9972793088229335
192,1.3363,405790.0,2.2807,801.73,5.3328,0,66109.0,-4.8979e+17,166.51,,14.035,5.9352,0,0,473472.3070905401,0.9972816219452554
193,1.2976,394820.0,2.3077,783.06,5.2167,0,63411.0,-5.2811e+17,164.51,,14.108,6.0083,0,0,464165.7495173886,0.9972861836177375
194,1.2611,384390.0,2.333,764.97,5.1512,0,60941.0,-5.6318e+17,162.66,,14.181,6.0814,0,0,455210.9140370585,0.9972931046953909
195,1.2253,374140.0,2.3578,747.08,5.1033,0,58550.0,-5.9713e+17,160.87,,14.254,6.1545,0,0,446040.6286635078,0.997303561404015
196,1.1954,365580.0,2.3793,731.99,5.2649,0,56582.0,-6.2507e+17,159.34,,14.328,6.2276,0,0,438400.82304244966,0.9973120030676217
197,1.168,357700.0,2.3993,718.04,5.5129,0,54789.0,-6.5054e+17,157.92,,14.401,6.3007,0,0,431190.85902264516,0.9973207222696946
198,1.1429,350530.0,2.4189,705.28,5.5819,0,53158.0,-6.7371e+17,156.58,,14.474,6.3738,0,0,424760.54080921074,0.997328156897705
199,1.1189,343690.0,2.4381,693.09,5.5646,0,51605.0,-6.9575e+17,155.27,,14.547,6.4469,0,0,418492.6517004992,0.9973353736536249
200,1.0955,337010.0,2.4587,681.21,5.9024,0,50076.0,-7.1746e+17,153.89,,14.62,6.52,0,0,412538.0817609402,0.9973395257552361
201,1.0723,330420.0,2.4801,669.49,6.4391,0,48561.0,-7.3898e+17,152.46,,14.693,6.5931,0,0,406605.38667433936,0.9973422459827149
202,1.0493,323760.0,2.5008,657.48,6.6036,0,47102.0,-7.597e+17,151.08,,14.766,6.6662,0,0,400586.7311281436,0.9973467581499869
203,1.0263,317070.0,2.5211,645.27,6.5277,0,45679.0,-7.7991e+17,149.73,,14.839,6.7393,0,0,394428.9514171068,0.9973529930049002
204,1.0034,310380.0,2.5414,633.07,6.4519,0,44256.0,-8.0012e+17,148.39,,14.912,6.8124,0,0,387949.2589031019,0.9973619453048257
205,0.98042,303690.0,2.5618,620.86,6.376,0,42833.0,-8.2033e+17,147.04,,14.986,6.8855,0,0,381170.9299716469,0.9973726311748473
206,0.95904,297470.0,2.5832,609.5,6.3269,0,41504.0,-8.3919e+17,145.66,,15.059,6.9586,0,0,375178.36956971954,0.997378122689956
207,0.93919,291690.0,2.6056,598.96,6.3038,0,40266.0,-8.5677e+17,144.24,,15.132,7.0317,0,0,369959.610744153,0.9973776491615545
208,0.91934,285910.0,2.6281,588.42,6.2807,0,39029.0,-8.7434e+17,142.82,,15.205,7.1048,0,0,364460.5310135029,0.9973790947292145
209,0.89949,280140.0,2.6505,577.88,6.2576,0,37791.0,-8.9191e+17,141.4,,15.278,7.1779,0,0,358605.28718662006,0.997382730793035
210,0.87972,274320.0,2.6718,567.1,6.1448,0,36606.0,-9.0875e+17,140.06,,15.351,7.251,0,0,352661.3427085899,0.99738944087889
211,0.86008,268460.0,2.6915,555.97,5.9032,0,35496.0,-9.2452e+17,138.85,,15.424,7.3241,0,0,346760.43042682525,0.9974003434049354
212,0.84044,262590.0,2.7113,544.84,5.6616,0,34385.0,-9.4028e+17,137.64,,15.497,7.3972,0,0,340609.3988609308,0.9974134061765112
213,0.8208,256730.0,2.731,533.71,5.4199,0,33275.0,-9.5605e+17,136.43,,15.57,7.4703,0,0,334176.630410252,0.9974286024930404
214,0.80272,251340.0,2.7498,523.46,5.3323,0,32259.0,-9.7048e+17,135.29,,15.643,7.5434,0,0,328224.341372228,0.9974426897222655
215,0.78855,247140.0,2.7662,515.38,5.6307,0,31478.0,-9.8157e+17,134.35,,15.717,7.6165,0,0,323917.3803080505,0.9974512512371243
216,0.77437,242940.0,2.7826,507.31,5.9291,0,30698.0,-9.9265e+17,133.4,,15.79,7.6896,0,0,319462.2798198326,0.9974604234963151
217,0.7602,238750.0,2.799,499.23,6.2275,0,29917.0,-1.0037e+18,132.46,,15.863,7.7627,0,0,314836.8926226955,0.9974715832061015
218,0.74641,234660.0,2.8156,491.37,6.4721,0,29159.0,-1.0145e+18,131.52,,15.936,7.8358,0,0,310335.2767225174,0.9974821461464304
219,0.73467,231170.0,2.8328,484.62,6.434,0,28518.0,-1.0236e+18,130.57,,16.009,7.9089,0,0,307051.29755947157,0.997483158832405
220,0.72293,227670.0,2.8499,477.87,6.3959,0,27877.0,-1.0327e+18,129.63,,16.082,7.982,0,0,303609.9560422978,0.9974857318764057
221,0.71118,224180.0,2.8671,471.12,6.3578,0,27236.0,-1.0418e+18,128.69,,16.155,8.0551,0,0,300050.436808562,0.9974893369867366
222,0.69944,220690.0,2.8843,464.38,6.3197,0,26595.0,-1.0509e+18,127.75,,16.228,8.1282,0,0,296350.80602525553,0.9974940264114098
223,0.68769,217190.0,2.9015,457.63,6.2816,0,25954.0,-1.06e+18,126.81,,16.301,8.2013,0,0,292509.6223731023,0.9974998550880563
224,0.67595,213700.0,2.9186,450.88,6.2435,0,25313.0,-1.0691e+18,125.87,,16.374,8.2744,0,0,288506.70313117985,0.9975068807992636
225,0.66421,210210.0,2.9358,444.14,6.2054,0,24671.0,-1.0782e+18,124.93,,16.448,8.3475,0,0,284366.9645344983,0.9975152652322413
226,0.65246,206710.0,2.953,437.39,6.1674,0,24030.0,-1.0873e+18,123.99,,16.521,8.4206,0,0,280092.6828260404,0.9975248728706417
227,0.64185,203510.0,2.9703,431.1,6.1244,0,23482.0,-1.0951e+18,123.09,,16.594,8.4937,0,0,276780.4114967997,0.9975284424819204
228,0.63143,200360.0,2.9877,424.88,6.0805,0,22949.0,-1.1027e+18,122.19,,16.667,8.5668,0,0,273538.3530386388,0.9975314264192107
229,0.62101,197210.0,3.0052,418.67,6.0367,0,22416.0,-1.1102e+18,121.3,,16.74,8.6399,0,0,270190.2856199285,0.9975360241687445
230,0.61059,194050.0,3.0226,412.45,5.9929,0,21884.0,-1.1178e+18,120.41,,16.813,8.713,0,0,266712.6203329534,0.9975415780454089
231,0.60017,190900.0,3.04,406.24,5.9491,0,21351.0,-1.1254e+18,119.52,,16.886,8.7861,0,0,263097.3765520963,0.9975483650345511
232,0.58975,187750.0,3.0574,400.02,5.9053,0,20818.0,-1.1329e+18,118.62,,16.959,8.8592,0,0,259355.3032049406,0.9975557242281189
233,0.57933,184600.0,3.0748,393.81,5.8615,0,20285.0,-1.1405e+18,117.73,,17.032,8.9323,0,0,255485.20560411672,0.9975649304064508
234,0.56891,181450.0,3.0922,387.59,5.8177,0,19752.0,-1.1481e+18,116.84,,17.105,9.0054,0,0,251485.82109517782,0.9975754407758879
235,0.55923,178500.0,3.1092,381.73,5.7576,0,19274.0,-1.1549e+18,115.99,,17.179,9.0785,0,0,248000.01400044232,0.997582857072891
236,0.5503,175770.0,3.1259,376.23,5.6812,0,18850.0,-1.1609e+18,115.2,,17.252,9.1516,0,0,245054.37084822694,0.9975881753230665
237,0.54137,173040.0,3.1427,370.73,5.6048,0,18425.0,-1.1669e+18,114.4,,17.325,9.2247,0,0,242011.2112648985,0.9975939336487212
238,0.53244,170300.0,3.1594,365.23,5.5284,0,18001.0,-1.1729e+18,113.61,,17.398,9.2978,0,0,238866.06673422983,0.9976011492706229
239,0.52351,167570.0,3.1761,359.72,5.452,0,17577.0,-1.179e+18,112.81,,17.471,9.3709,0,0,235619.99566681974,0.997608760842641
240,0.51458,164830.0,3.1928,354.22,5.3756,0,17153.0,-1.185e+18,112.01,,17.544,9.444,0,0,232272.1050152449,0.9976174344448259
241,0.50565,162100.0,3.2096,348.72,5.2991,0,16729.0,-1.191e+18,111.22,,17.617,9.5171,0,0,228835.1025879898,0.9976278451893226
242,0.49672,159370.0,3.2263,343.22,5.2227,0,16305.0,-1.197e+18,110.42,,17.69,9.5902,0,0,225280.55984814846,0.9976388011642807
243,0.48792,156670.0,3.243,337.78,5.1438,0,15888.0,-1.203e+18,109.63,,17.763,9.6633,0,0,221718.71545020255,0.9976505695765358
244,0.48041,154350.0,3.259,333.03,5.0384,0,15554.0,-1.2077e+18,108.92,,17.836,9.7364,0,0,219128.09951273483,0.9976560468925975
245,0.4729,152030.0,3.2751,328.29,4.933,0,15219.0,-1.2124e+18,108.21,,17.91,9.8095,0,0,216457.56867838613,0.9976624873463402
246,0.46539,149710.0,3.2912,323.54,4.8275,0,14885.0,-1.2172e+18,107.5,,17.983,9.8826,0,0,213721.58673706357,0.9976696227041773
247,0.45788,147390.0,3.3073,318.8,4.7221,0,14551.0,-1.2219e+18,106.79,,18.056,9.9557,0,0,210905.4632480526,0.9976776422702066
248,0.45037,145070.0,3.3234,314.05,4.6166,0,14216.0,-1.2267e+18,106.08,,18.129,10.029,0,0,207993.96590249782,0.9976867492141698
249,0.44286,142740.0,3.3394,309.31,4.5112,0,13882.0,-1.2314e+18,105.37,,18.202,10.102,0,0,205003.6734929562,0.9976966626838938
250,0.43535,140420.0,3.3555,304.56,4.4058,0,13548.0,-1.2362e+18,104.66,,18.275,10.175,0,0,201943.20712910028,0.9977075866488553
251,0.42784,138100.0,3.3716,299.81,4.3003,0,13213.0,-1.2409e+18,103.94,,18.348,10.248,0,0,198784.94306218933,0.9977191030713861
252,0.42062,135870.0,3.3887,295.22,4.1667,0,12898.0,-1.2454e+18,103.22,,18.421,10.321,0,0,195955.9823295047,0.9977282007855977
253,0.41358,133680.0,3.4064,290.72,4.0151,0,12594.0,-1.2497e+18,102.48,,18.494,10.394,0,0,193277.03616712394,0.9977350539659572
254,0.40654,131500.0,3.4241,286.22,3.8635,0,12291.0,-1.254e+18,101.74,,18.567,10.467,0,0,190530.37712986578,0.9977427010179459
255,0.3995,129320.0,3.4418,281.72,3.7118,0,11988.0,-1.2583e+18,101.0,,18.64,10.54,0,0,187700.14865879965,0.9977513673415158
256,0.39226,127070.0,3.4603,277.07,3.5242,0,11681.0,-1.2627e+18,100.24,,18.714,10.614,0,0,184804.57422744785,0.9977605781894017
257,0.38466,124690.0,3.4803,272.13,3.267,0,11368.0,-1.2671e+18,99.44,,18.787,10.687,0,0,181874.1069286259,0.9977695228347533
258,0.37706,122320.0,3.5003,267.19,3.0098,0,11054.0,-1.2716e+18,98.638,,18.86,10.76,0,0,178828.32484460523,0.9977797916054354
259,0.36946,119940.0,3.5203,262.26,2.7525,0,10741.0,-1.276e+18,97.835,,18.933,10.833,0,0,175698.29014609323,0.9977911213222446
260,0.36183,117560.0,3.5406,257.3,2.4974,0,10427.0,-1.2805e+18,97.027,,19.006,10.906,0,0,172478.7006013726,0.9978037317902899
261,0.3539,115080.0,3.5636,252.11,2.2692,0,10107.0,-1.285e+18,96.138,,19.079,10.979,0,0,169301.69522052168,0.9978138038423628
262,0.34596,112590.0,3.5865,246.92,2.041,0,9787.2,-1.2896e+18,95.249,,19.152,11.052,0,0,165999.3885113337,0.997825443491071
263,0.33726,109860.0,3.6128,241.19,1.7963,0,9444.7,-1.2945e+18,94.26,,19.225,11.125,0,0,162482.36648737275,0.9978373665214039
264,0.3285,107100.0,3.6393,235.41,1.5503,0,9100.3,-1.2993e+18,93.263,,19.298,11.198,0,0,158800.22737604548,0.9978512947038187
265,0.31932,104300.0,3.6762,229.53,1.3352,0,8721.8,-1.3047e+18,91.955,,19.372,11.271,0,0,155208.53091151474,0.9978549621267062
266,0.30818,100520.0,3.705,221.72,1.0665,0,8302.1,-1.3107e+18,90.693,,19.445,11.345,0,0,150009.91459849986,0.9978751048379203
267,0.34795,105590.0,3.3066,234.08,-2.0866,0,10650.0,-1.2773e+18,102.0,,19.518,11.418,0,0,154484.3722625528,0.9980590229204799
268,0.66915,178240.0,1.8901,258.82,-1.722,0,47860.0,-7.4894e+17,203.06,,19.591,11.491,0,0,243695.3760946974,0.9990304959200553
269,1.2195,319030.0,0.50005,220.46,-1.1412,0,119370.0,2.6656e+17,328.46,,19.664,11.564,0,0,141615.98548372914,1.0000174398459658
270,1.2807,336120.0,0.42277,202.57,0.84326,0,128040.0,3.8964e+17,336.62,,19.737,11.637,0,0,144797.63750912127,1.0000743505014242
271,1.2829,335870.0,0.40514,194.56,2.1324,0,128440.0,3.9539e+17,337.1,,19.81,11.71,0,0,143821.43995852303,1.0000776794336306
272,1.2923,337290.0,0.38433,186.03,2.1929,0,129550.0,4.1117e+17,337.56,,19.883,11.783,0,0,143454.79364804208,1.0000813415223953
273,1.3029,338950.0,0.36224,176.89,2.2402,0,130770.0,4.2846e+17,337.94,,19.956,11.856,0,0,143187.78957208386,1.0000845943579713
274,1.3134,340280.0,0.33778,166.32,2.2723,0,131900.0,4.4442e+17,338.13,,20.029,11.929,0,0,142744.56410179244,1.000086586414121
275,1.3248,341840.0,0.31444,156.16,3.5825,0,133050.0,4.6082e+17,338.16,,20.103,12.002,0,0,142493.8861475934,1.000087563798503
276,1.3315,342320.0,0.29651,147.89,3.7969,0,133630.0,4.6898e+17,337.9,,20.176,12.076,0,0,142041.30651409324,1.000086245368642
277,1.3382,342790.0,0.27862,139.63,4.0027,0,134200.0,4.7707e+17,337.63,,20.249,12.149,0,0,141639.60213576927,1.0000848332416967
278,1.3421,343320.0,0.26575,133.56,4.1323,0,134650.0,4.8355e+17,337.79,,20.322,12.222,0,0,141429.0456149152,1.0000861948492437
279,1.3455,343860.0,0.25391,127.93,4.2462,0,135080.0,4.8969e+17,338.04,,20.395,12.295,0,0,141278.70148391702,1.000088147699823
280,1.3488,344400.0,0.24208,122.3,4.3602,0,135520.0,4.9583e+17,338.29,,20.468,12.368,0,0,141164.64173599455,1.0000901125641626
281,1.3521,344940.0,0.23024,116.68,4.4741,0,135950.0,5.0198e+17,338.54,,20.541,12.441,0,0,141065.05858300964,1.000092075775533
282,1.3541,345200.0,0.21781,110.6,4.515,0,136260.0,5.0639e+17,338.81,,20.614,12.514,0,0,140841.73747652952,1.0000940915671166
283,1.3547,345160.0,0.20472,104.02,4.4755,0,136440.0,5.0892e+17,339.11,,20.687,12.587,0,0,140487.32421521048,1.0000962136854896
284,1.3552,345120.0,0.19163,97.435,4.4359,0,136620.0,5.1144e+17,339.41,,20.76,12.66,0,0,140166.36582243716,1.0000983331806967
285,1.3558,345080.0,0.17855,90.855,4.3964,0,136790.0,5.1396e+17,339.71,,20.833,12.733,0,0,139868.861553628,1.0001004424834372
286,1.3563,345020.0,0.16554,84.303,4.3301,0,136950.0,5.1623e+17,339.99,,20.907,12.807,0,0,139596.65577477118,1.0001024095709132
287,1.356,344770.0,0.15307,77.955,4.073,0,136990.0,5.1672e+17,340.14,,20.98,12.88,0,0,139251.34517071568,1.0001034267821227
288,1.3558,344520.0,0.14061,71.607,3.8158,0,137020.0,5.172e+17,340.28,,21.053,12.953,0,0,138926.84981971563,1.0001043691883362
289,1.3555,344270.0,0.12815,65.259,3.5586,0,137060.0,5.1769e+17,340.43,,21.126,13.026,0,0,138643.0109677072,1.0001053836976843
290,1.3553,344020.0,0.11569,58.911,3.3014,0,137090.0,5.1817e+17,340.58,,21.199,13.099,0,0,138379.4450593128,1.000106388851706
291,1.3558,343780.0,0.10748,54.744,2.8506,0,137060.0,5.1782e+17,340.38,,21.272,13.172,0,0,138172.17706626272,1.0001050562044078
292,1.3566,343540.0,0.10077,51.343,2.3318,0,137020.0,5.1716e+17,340.07,,21.345,13.245,0,0,137997.02288457213,1.0001029899478686
293,1.3574,343300.0,0.094051,47.941,1.813,0,136970.0,5.165e+17,339.76,,21.418,13.318,0,0,137820.4923979534,1.0001009089619837
294,1.3582,343060.0,0.087336,44.54,1.2942,0,136930.0,5.1585e+17,339.44,,21.491,13.391,0,0,137662.94807013313,1.0000987622905797
295,1.3608,343290.0,0.082632,42.21,0.85106,0,137050.0,5.1764e+17,339.1,,21.564,13.464,0,0,137706.56791484923,1.000096591280954
296,1.3667,344360.0,0.081542,41.806,0.5438,0,137490.0,5.2382e+17,338.72,,21.638,13.538,0,0,138131.391191362,1.0000943651913583
297,1.3726,345430.0,0.080452,41.401,0.23653,0,137920.0,5.3e+17,338.34,,21.711,13.611,0,0,138546.2898538059,1.0000921031854582
298,1.3784,346510.0,0.079361,40.997,-0.070733,0,138360.0,5.3618e+17,337.96,,21.784,13.684,0,0,138971.3428020237,1.000089819078618
299,1.3843,347580.0,0.078271,40.592,-0.378,0,138790.0,5.4236e+17,337.58,,21.857,13.757,0,0,139386.49347491233,1.0000874990411894
300,1.3938,349610.0,0.07926,41.366,-0.79828,0,139600.0,5.5379e+17,337.22,,21.93,13.83,0,0,140215.2648833586,1.0000855304148368
301,1.4036,351690.0,0.080368,42.208,-1.2251,0,140420.0,5.6551e+17,336.87,,22.003,13.903,0,0,141056.3395789782,1.0000835976370466
302,1.4133,353780.0,0.081477,43.05,-1.6518,0,141250.0,5.7724e+17,336.52,,22.076,13.976,0,0,141907.9267642464,1.0000816310970617
303,1.423,355870.0,0.082585,43.892,-2.0786,0,142080.0,5.8897e+17,336.16,,22.149,14.049,0,0,142759.95478124518,1.0000795523781392
304,1.4338,358510.0,0.084427,45.237,-2.4156,0,143120.0,6.0378e+17,336.07,,22.222,14.122,0,0,143835.88991802846,1.0000795089894137
305,1.4456,361660.0,0.08691,47.022,-2.6741,0,144350.0,6.213e+17,336.21,,22.295,14.195,0,0,145115.2265529557,1.0000812443066096
306,1.4573,364800.0,0.089392,48.807,-2.9326,0,145590.0,6.3882e+17,336.36,,22.369,14.269,0,0,146406.60949841785,1.0000830749105891
307,1.469,367940.0,0.091875,50.592,-3.1912,0,146820.0,6.5634e+17,336.5,,22.442,14.342,0,0,147689.99889813634,1.0000848426554776
308,1.4807,371080.0,0.094358,52.377,-3.4497,0,148050.0,6.7385e+17,336.64,,22.515,14.415,0,0,148975.4632618275,1.0000866262656143
309,1.4924,374220.0,0.096841,54.162,-3.7082,0,149290.0,6.9137e+17,336.78,,22.588,14.488,0,0,150273.1017768781,1.000088431874303
310,1.5041,377360.0,0.099324,55.947,-3.9668,0,150520.0,7.0889e+17,336.92,,22.661,14.561,0,0,151562.81927320146,1.0000902471520463
311,1.5158,380500.0,0.10181,57.732,-4.2253,0,151750.0,7.2641e+17,337.07,,22.734,14.634,0,0,152854.77680482235,1.000092153913389
312,1.5276,383640.0,0.10429,59.517,-4.4838,0,152990.0,7.4392e+17,337.21,,22.807,14.707,0,0,154158.88880542715,1.0000940074789124
313,1.5353,385680.0,0.10862,62.309,-4.8583,0,153760.0,7.5484e+17,337.21,,22.88,14.78,0,0,155034.6505462794,1.0000945008181685
314,1.5407,387120.0,0.11397,65.656,-5.2968,0,154270.0,7.6211e+17,337.13,,22.953,14.853,0,0,155678.38924440197,1.0000942124743442
315,1.5462,388550.0,0.11932,69.003,-5.7352,0,154780.0,7.6938e+17,337.05,,23.027,14.926,0,0,156329.3146042749,1.0000939195148197
316,1.5517,389990.0,0.12467,72.35,-6.1736,0,155290.0,7.7666e+17,336.97,,23.1,15.0,0,0,156987.5010463959,1.00009362193256
317,1.5572,391430.0,0.13002,75.696,-6.6121,0,155800.0,7.8393e+17,336.89,,23.173,15.073,0,0,157653.02372283698,1.0000933197205193
318,1.5627,392860.0,0.13537,79.043,-7.0505,0,156320.0,7.912e+17,336.81,,23.246,15.146,0,0,158336.08764677553,1.0000930190896546
319,1.5682,394300.0,0.14072,82.39,-7.4889,0,156830.0,7.9848e+17,336.73,,23.319,15.219,0,0,159016.52152866736,1.000092707558687
320,1.5736,395740.0,0.14607,85.737,-7.9273,0,157340.0,8.0575e+17,336.65,,23.392,15.292,0,0,159704.52178931137,1.0000923913766957
321,1.5791,397180.0,0.15142,89.084,-8.3658,0,157850.0,8.1302e+17,336.57,,23.465,15.365,0,0,160400.1664962737,1.0000920705365923
322,1.5814,397840.0,0.15897,93.61,-8.8616,0,158000.0,8.1512e+17,336.4,,23.538,15.438,0,0,160815.14537437295,1.0000908111063995
323,1.5823,398170.0,0.1675,98.659,-9.383,0,157990.0,8.1493e+17,336.18,,23.611,15.511,0,0,161117.3465161439,1.0000890523514463
324,1.5832,398500.0,0.17602,103.71,-9.9043,0,157970.0,8.1474e+17,335.97,,23.684,15.584,0,0,161425.68431818797,1.0000873629160938
325,1.5841,398830.0,0.18455,108.76,-10.426,0,157960.0,8.1456e+17,335.75,,23.757,15.657,0,0,161761.41651954703,1.0000855947131446
326,1.585,399150.0,0.19308,113.81,-10.947,0,157950.0,8.1437e+17,335.53,,23.831,15.731,0,0,162114.04083304977,1.0000838215945933
327,1.5859,399480.0,0.20161,118.86,-11.468,0,157930.0,8.1418e+17,335.31,,23.904,15.804,0,0,162473.34526671746,1.0000820380772177
328,1.5868,399810.0,0.21014,123.9,-11.99,0,157920.0,8.1399e+17,335.1,,23.977,15.877,0,0,162859.95998346718,1.000080336097409
329,1.5877,400140.0,0.21867,128.95,-12.511,0,157910.0,8.138e+17,334.88,,24.05,15.95,0,0,163263.70590616358,1.0000785484829455
330,1.5886,400460.0,0.22719,134.0,-13.032,0,157890.0,8.1361e+17,334.66,,24.123,16.023,0,0,163673.78695360562,1.000076750756519
331,1.5884,400570.0,0.23729,139.84,-13.462,0,157720.0,8.1107e+17,334.32,,24.196,16.096,0,0,164030.07236245513,1.0000738940801375
332,1.5877,400580.0,0.24813,146.05,-13.849,0,157460.0,8.0743e+17,333.93,,24.269,16.169,0,0,164357.44952044127,1.0000705783253065
333,1.5869,400590.0,0.25896,152.26,-14.235,0,157200.0,8.0379e+17,333.53,,24.342,16.242,0,0,164710.5794729268,1.0000671743589393
334,1.5862,400600.0,0.26979,158.47,-14.622,0,156950.0,8.0015e+17,333.14,,24.415,16.315,0,0,165100.59879331992,1.0000638506617845
335,1.5855,400610.0,0.28063,164.68,-15.009,0,156690.0,7.9652e+17,332.74,,24.489,16.389,0,0,165507.2415449841,1.0000604335806205
336,1.5848,400610.0,0.29146,170.89,-15.395,0,156430.0,7.9288e+17,332.35,,24.562,16.462,0,0,165939.82432773628,1.0000570929953752
337,1.5841,400620.0,0.30229,177.1,-15.782,0,156180.0,7.8924e+17,331.95,,24.635,16.535,0,0,166409.7259286468,1.000053666666333
338,1.5834,400630.0,0.31313,183.31,-16.169,0,155920.0,7.856e+17,331.55,,24.708,16.608,0,0,166896.51358337543,1.0000502297556686
339,1.5827,400640.0,0.32396,189.52,-16.556,0,155670.0,7.8196e+17,331.16,,24.781,16.681,0,0,167420.26218875367,1.0000468734968473
340,1.5819,400680.0,0.33549,196.01,-16.754,0,155350.0,7.7745e+17,330.65,,24.854,16.754,0,0,167949.49147245692,1.0000424768147727
341,1.581,400740.0,0.34747,202.69,-16.831,0,154990.0,7.7237e+17,330.07,,24.927,16.827,0,0,168501.5749890569,1.0000374636989484
342,1.5801,400790.0,0.35946,209.37,-16.908,0,154630.0,7.6729e+17,329.49,,25.0,16.9,0,0,169087.0258955512,1.000032435354365
343,1.5793,400850.0,0.37144,216.05,-16.986,0,154270.0,7.6221e+17,328.91,,25.073,16.973,0,0,169704.37458980214,1.0000273917226021
344,1.5784,400910.0,0.38342,222.73,-17.063,0,153920.0,7.5712e+17,328.33,,25.146,17.046,0,0,170365.66565218585,1.0000223344763854
345,1.5775,400960.0,0.3954,229.42,-17.14,0,153560.0,7.5204e+17,327.75,,25.219,17.119,0,0,171049.01487801198,1.0000172597675754
346,1.5766,401020.0,0.40739,236.1,-17.218,0,153200.0,7.4696e+17,327.17,,25.293,17.193,0,0,171766.57074523123,1.0000121695924291
347,1.5757,401080.0,0.41937,242.78,-17.295,0,152840.0,7.4188e+17,326.59,,25.366,17.266,0,0,172516.6750926666,1.0000070638916052
348,1.5748,401130.0,0.43135,249.46,-17.372,0,152490.0,7.368e+17,326.01,,25.439,17.339,0,0,173311.83591774563,1.000001943015455
349,1.5729,400980.0,0.44385,256.09,-17.339,0,151990.0,7.2972e+17,325.34,,25.512,17.412,0,0,174023.48859714228,0.9999960070071064
350,1.5699,400590.0,0.45693,262.68,-17.184,0,151330.0,7.2043e+17,324.56,,25.585,17.485,0,0,174647.80061009197,0.999989081753184
351,1.5668,400200.0,0.47001,269.27,-17.029,0,150680.0,7.1114e+17,323.78,,25.658,17.558,0,0,175319.75232400445,0.9999821433474574
352,1.5637,399810.0,0.48308,275.85,-16.874,0,150020.0,7.0185e+17,323.0,,25.731,17.631,0,0,176015.12156576093,0.9999751932354553
353,1.5607,399420.0,0.49616,282.44,-16.718,0,149370.0,6.9257e+17,322.22,,25.804,17.704,0,0,176759.637336655,0.9999682292508678
354,1.5576,399030.0,0.50923,289.02,-16.563,0,148720.0,6.8328e+17,321.44,,25.877,17.777,0,0,177539.4792157216,0.9999612523976572
