,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Ptot,Z
55,6.9526,1789600.0,0.52821,1342.8,-2.8342,0,663980.0,8.0003e+18,321.55,,4.0205,-4.0795,0,0,803826.9365093065,0.9998970228492522
56,6.9123,1780800.0,0.53974,1362.6,-2.8036,0,658590.0,7.9237e+18,320.8,,4.0936,-4.0064,0,0,803856.9821582907,0.9998670506505754
57,6.8707,1771700.0,0.55142,1382.0,-2.752,0,653060.0,7.8452e+18,320.03,,4.1667,-3.9333,0,0,803874.4887710618,0.9998364771233004
58,6.8279,1762200.0,0.56327,1401.2,-2.7167,0,647370.0,7.7645e+18,319.23,,4.2398,-3.8602,0,0,803865.2245032585,0.9998049201059466
59,6.7838,1752500.0,0.57533,1420.1,-2.6722,0,641530.0,7.6816e+18,318.41,,4.3129,-3.7871,0,0,803864.4060988714,0.9997728052986973
60,6.7386,1742500.0,0.58758,1438.7,-2.6269,0,635560.0,7.5967e+18,317.56,,4.386,-3.714,0,0,803884.578212696,0.9997397437476533
61,6.6923,1732300.0,0.60004,1457.1,-2.5755,0,629450.0,7.5099e+18,316.68,,4.4591,-3.6409,0,0,803924.9067066318,0.9997057581330606
62,6.6449,1721800.0,0.61269,1475.2,-2.5207,0,623200.0,7.4213e+18,315.78,,4.5322,-3.5678,0,0,803971.724630505,0.9996712801967254
63,6.5963,1711000.0,0.62552,1492.9,-2.4627,0,616830.0,7.3307e+18,314.85,,4.6053,-3.4947,0,0,804042.7787882565,0.9996359169924555
64,6.5465,1700000.0,0.63851,1510.1,-2.402,0,610320.0,7.2382e+18,313.9,,4.6784,-3.4216,0,0,804096.5165197201,0.9996001121906201
65,6.4954,1688600.0,0.65167,1526.8,-2.3364,0,603660.0,7.1437e+18,312.91,,4.7515,-3.3485,0,0,804122.6996173235,0.9995630766023602
66,6.4432,1677000.0,0.66498,1543.0,-2.2646,0,596880.0,7.0474e+18,311.91,,4.8246,-3.2754,0,0,804143.5152623744,0.9995260591461844
67,6.39,1665100.0,0.67844,1558.6,-2.1863,0,589990.0,6.9495e+18,310.87,,4.8977,-3.2023,0,0,804168.5009453567,0.9994878406351217
68,6.3357,1652900.0,0.69204,1573.6,-2.1019,0,582990.0,6.8501e+18,309.82,,4.9708,-3.1292,0,0,804186.174946762,0.9994496919161199
69,6.2805,1640500.0,0.70577,1588.1,-2.0124,0,575890.0,6.7493e+18,308.74,,5.0439,-3.0561,0,0,804198.2671392906,0.999410803965284
70,6.2243,1627900.0,0.71965,1602.0,-1.9186,0,568690.0,6.6472e+18,307.63,,5.117,-2.983,0,0,804214.0905206634,0.9993712038152794
71,6.1674,1615100.0,0.73364,1615.2,-1.8233,0,561420.0,6.5439e+18,306.5,,5.1901,-2.9099,0,0,804241.4706641828,0.9993313079212237
72,6.1096,1602000.0,0.74775,1627.8,-1.7261,0,554070.0,6.4396e+18,305.35,,5.2632,-2.8368,0,0,804267.9943477784,0.9992911543675684
73,6.0511,1588800.0,0.76198,1639.7,-1.6263,0,546660.0,6.3342e+18,304.17,,5.3363,-2.7637,0,0,804317.0015510683,0.9992503266207684
74,5.9919,1575400.0,0.77631,1651.0,-1.5242,0,539170.0,6.228e+18,302.98,,5.4094,-2.6906,0,0,804337.3969592736,0.9992097220808074
75,5.932,1561800.0,0.79075,1661.5,-1.4205,0,531640.0,6.1209e+18,301.76,,5.4825,-2.6175,0,0,804389.9217754937,0.9991684714674376
76,5.8714,1548000.0,0.80529,1671.3,-1.3156,0,524050.0,6.0132e+18,300.52,,5.5556,-2.5444,0,0,804430.2168784351,0.9991270525691537
77,5.8103,1534100.0,0.81991,1680.4,-1.2095,0,516430.0,5.9049e+18,299.26,,5.6287,-2.4713,0,0,804481.1244127458,0.9990854480542548
78,5.7487,1520000.0,0.83461,1688.8,-1.1033,0,508770.0,5.7962e+18,297.98,,5.7018,-2.3982,0,0,804520.0512219166,0.9990437000276748
79,5.6866,1505800.0,0.84938,1696.4,-0.99823,0,501080.0,5.6871e+18,296.69,,5.7749,-2.3251,0,0,804546.7526716648,0.9990022495649283
80,5.624,1491400.0,0.86423,1703.3,-0.89194,0,493380.0,5.5777e+18,295.37,,5.848,-2.252,0,0,804594.4863834349,0.9989602249091472
81,5.561,1476900.0,0.87915,1709.4,-0.7856,0,485660.0,5.468e+18,294.04,,5.9211,-2.1789,0,0,804631.4041953285,0.9989185317617186
82,5.4977,1462300.0,0.89414,1714.8,-0.67967,0,477920.0,5.3582e+18,292.7,,5.9942,-2.1058,0,0,804649.3996614774,0.9988772016458154
83,5.4339,1447500.0,0.9092,1719.5,-0.57417,0,470180.0,5.2482e+18,291.33,,6.0673,-2.0327,0,0,804674.257994849,0.9988353482004345
84,5.3699,1432700.0,0.92433,1723.4,-0.46887,0,462440.0,5.1383e+18,289.96,,6.1404,-1.9596,0,0,804698.5135003217,0.998794302804505
85,5.3056,1417700.0,0.93953,1726.6,-0.36276,0,454700.0,5.0284e+18,288.56,,6.2135,-1.8865,0,0,804714.498125493,0.998752781275331
86,5.241,1402700.0,0.95481,1729.1,-0.26492,0,446970.0,4.9187e+18,287.15,,6.2866,-1.8134,0,0,804741.0819381322,0.9987116583546279
87,5.1762,1387500.0,0.97016,1730.8,-0.16487,0,439250.0,4.8091e+18,285.72,,6.3597,-1.7403,0,0,804761.661480264,0.998670519544409
88,5.1112,1372300.0,0.98559,1731.9,-0.065131,0,431550.0,4.6996e+18,284.28,,6.4328,-1.6672,0,0,804796.0461083128,0.9986298021879683
89,5.046,1357000.0,1.0011,1732.2,0.035098,0,423860.0,4.5904e+18,282.82,,6.5059,-1.5941,0,0,804817.9457349553,0.9985891194497429
90,4.9806,1341600.0,1.0167,1731.9,0.13476,0,416180.0,4.4814e+18,281.34,,6.579,-1.521,0,0,804823.4011049262,0.9985484989146446
91,4.915,1326100.0,1.0324,1730.8,0.23451,0,408520.0,4.3727e+18,279.85,,6.6521,-1.4479,0,0,804813.5281906408,0.9985083824932931
92,4.8492,1310500.0,1.0482,1729.1,0.33846,0,400890.0,4.2642e+18,278.35,,6.7252,-1.3748,0,0,804779.7349004414,0.9984687637071494
93,4.7832,1294800.0,1.0641,1726.7,0.43814,0,393270.0,4.156e+18,276.83,,6.7983,-1.3017,0,0,804654.6786280667,0.998429296441159
94,4.7169,1279100.0,1.0801,1723.6,0.53491,0,385660.0,4.0481e+18,275.29,,6.8714,-1.2286,0,0,804410.6948560749,0.9983900155948311
95,4.6504,1263200.0,1.0962,1719.9,0.63297,0,378070.0,3.9403e+18,273.73,,6.9445,-1.1555,0,0,804042.2487646454,0.9983509157382571
96,4.5837,1247200.0,1.1126,1715.4,0.73159,0,370490.0,3.8326e+18,272.15,,7.0176,-1.0824,0,0,803697.4906770786,0.9983120751939485
97,4.5166,1231200.0,1.1291,1710.4,0.83098,0,362920.0,3.7251e+18,270.55,,7.0907,-1.0093,0,0,803156.2031306071,0.9982735360060563
98,4.4491,1214900.0,1.1457,1704.6,0.93182,0,355360.0,3.6177e+18,268.93,,7.1638,-0.9362,0,0,802392.7889546324,0.9982353430475299
99,4.3813,1198600.0,1.1626,1698.1,1.0355,0,347790.0,3.5103e+18,267.28,,7.2369,-0.8631,0,0,801530.242905609,0.9981971856163233
100,4.313,1182000.0,1.1798,1690.9,1.1427,0,340230.0,3.4028e+18,265.6,,7.31,-0.79,0,0,800586.4825392506,0.9981590174896994
101,4.2443,1165400.0,1.1972,1683.0,1.2468,0,332660.0,3.2953e+18,263.9,,7.3831,-0.7169,0,0,799389.6836429155,0.9981214638072529
102,4.175,1148500.0,1.2148,1674.5,1.3543,0,325080.0,3.1877e+18,262.16,,7.4562,-0.6438,0,0,797910.193087569,0.9980836681032107
103,4.1052,1131400.0,1.2328,1665.2,1.4648,0,317490.0,3.0799e+18,260.39,,7.5293,-0.5707,0,0,796309.1144537805,0.9980461670385422
104,4.0347,1114200.0,1.2511,1655.1,1.5775,0,309880.0,2.9719e+18,258.59,,7.6024,-0.4976,0,0,794431.5949158171,0.9980091046780694
105,3.9636,1096700.0,1.2697,1644.3,1.6916,0,302250.0,2.8636e+18,256.75,,7.6755,-0.4245,0,0,792242.2784189576,0.9979721064593935
106,3.8918,1079000.0,1.2888,1632.7,1.806,0,294620.0,2.7551e+18,254.88,,7.7486,-0.3514,0,0,789945.6279986067,0.9979356050365229
107,3.8195,1061100.0,1.3082,1620.4,1.9208,0,286970.0,2.6465e+18,252.97,,7.8217,-0.2783,0,0,787262.1502869349,0.9978993652161687
108,3.7466,1043100.0,1.3279,1607.2,2.031,0,279330.0,2.538e+18,251.02,,7.8948,-0.2052,0,0,784236.8642006961,0.9978632766980842
109,3.6733,1024800.0,1.348,1593.3,2.1373,0,271700.0,2.4298e+18,249.04,,7.9679,-0.1321,0,0,780926.1830335498,0.9978279132947476
110,3.5998,1006500.0,1.3684,1578.7,2.2399,0,264110.0,2.3219e+18,247.03,,8.041,-0.059,0,0,777289.9133265951,0.9977931372243208
111,3.526,987980.0,1.3892,1563.3,2.3372,0,256560.0,2.2147e+18,244.99,,8.1141,0.0141,0,0,773386.6998634122,0.9977590343903867
112,3.4522,969420.0,1.4103,1547.3,2.4267,0,249070.0,2.1083e+18,242.92,,8.1872,0.0872,0,0,769156.3130798163,0.9977255169759423
113,3.3785,950820.0,1.4317,1530.6,2.5061,0,241650.0,2.003e+18,240.83,,8.2603,0.1603,0,0,764603.3903444503,0.997693051574627
114,3.3052,932270.0,1.4532,1513.3,2.5742,0,234340.0,1.8992e+18,238.72,,8.3334,0.2334,0,0,759661.9316294797,0.9976613171607995
115,3.2325,913800.0,1.475,1495.4,2.6315,0,227150.0,1.7971e+18,236.6,,8.4065,0.3065,0,0,754525.5649069139,0.997630725375414
116,3.1608,895510.0,1.4968,1477.2,2.6762,0,220120.0,1.6973e+18,234.48,,8.4796,0.3796,0,0,749069.663109866,0.9976013530630334
117,3.0901,877420.0,1.5187,1458.6,2.713,0,213260.0,1.5998e+18,232.36,,8.5527,0.4527,0,0,743420.7820347304,0.9975730537029727
118,3.0206,859580.0,1.5405,1439.8,2.7439,0,206580.0,1.5049e+18,230.26,,8.6258,0.5258,0,0,737464.5519577642,0.9975466451172305
119,2.9524,842020.0,1.5624,1420.7,2.7712,0,200080.0,1.4126e+18,228.16,,8.6989,0.5989,0,0,731380.9353942702,0.9975210719096289
120,2.8856,824730.0,1.5842,1401.4,2.7981,0,193760.0,1.3229e+18,226.08,,8.772,0.672,0,0,725030.967028717,0.9974972487633019
121,2.82,807710.0,1.6059,1382.0,2.828,0,187620.0,1.2357e+18,224.0,,8.8451,0.7451,0,0,718440.2261895686,0.9974740982111883
122,2.7555,790920.0,1.6277,1362.4,2.8647,0,181640.0,1.1508e+18,221.94,,8.9182,0.8182,0,0,711707.1264106306,0.9974528055104708
123,2.692,774340.0,1.6496,1342.6,2.9098,0,175800.0,1.0679e+18,219.88,,8.9913,0.8913,0,0,704766.55620429,0.9974325951423769
124,2.6292,757900.0,1.6716,1322.6,2.964,0,170090.0,9.8685e+17,217.81,,9.0644,0.9644,0,0,697588.4246690873,0.997413072410928
125,2.5668,741500.0,1.694,1302.2,3.0214,0,164470.0,9.0698e+17,215.73,,9.1375,1.0375,0,0,690225.8365539124,0.9973948359800349
126,2.5043,725050.0,1.7172,1281.5,3.0499,0,158870.0,8.2744e+17,213.58,,9.2106,1.1106,0,0,682640.2904574091,0.9973760301532171
127,2.4404,708120.0,1.7414,1259.7,3.0523,0,153190.0,7.4685e+17,211.35,,9.2837,1.1837,0,0,674474.2301306257,0.9973580231982182
128,2.3793,691840.0,1.7644,1238.2,3.2113,0,147870.0,6.7121e+17,209.24,,9.3568,1.2568,0,0,666161.2590759102,0.9973435630678681
129,2.3176,675270.0,1.7879,1215.8,3.2675,0,142540.0,5.9554e+17,207.07,,9.4299,1.3299,0,0,657236.388426221,0.9973298367440718
130,2.2557,658920.0,1.8133,1193.7,3.4438,0,137230.0,5.2017e+17,204.83,,9.503,1.403,0,0,648675.1028021064,0.9973160107028195
131,2.1858,640190.0,1.8427,1167.9,3.4264,0,131280.0,4.3567e+17,202.22,,9.5761,1.4761,0,0,638457.6009853247,0.9973002809142948
132,2.1158,621340.0,1.8725,1141.3,3.3843,0,125420.0,3.5242e+17,199.58,,9.6492,1.5492,0,0,627588.9801867119,0.9972866887470181
133,2.0517,603740.0,1.8986,1115.5,3.4191,0,120190.0,2.7815e+17,197.24,,9.7223,1.6223,0,0,616446.5948575521,0.9972804168240114
134,1.9983,589770.0,1.923,1095.0,4.0543,0,115900.0,2.1727e+17,195.28,,9.7954,1.6954,0,0,608176.1158978767,0.9972769796774749
135,1.9345,572680.0,1.9542,1070.0,3.0998,0,110700.0,1.4348e+17,192.68,,9.8685,1.7685,0,0,597909.9972804631,0.9972660583020247
136,1.8748,556470.0,1.9847,1046.1,3.2694,0,105850.0,7.455e+16,190.09,,9.9416,1.8416,0,0,587881.9779899858,0.9972524586626142
137,1.836,545740.0,2.0034,1029.6,3.7821,0,102810.0,3.1379e+16,188.51,,10.015,1.9147,0,0,580750.2768009534,0.9972490112707532
138,1.8021,536350.0,2.0192,1015.1,4.1132,0,100180.0,-5980400000000000.0,187.17,,10.088,1.9878,0,0,573995.1747826,0.9972493115635097
139,1.7929,533500.0,2.0208,1010.2,3.5507,0,99562.0,-1.4736e+16,186.98,,10.161,2.0609,0,0,571276.381617215,0.9972562509819222
140,1.7836,530640.0,2.0224,1005.2,2.9883,0,98946.0,-2.3492e+16,186.78,,10.234,2.134,0,0,568559.508027046,0.9972626942344036
141,1.7744,527790.0,2.024,1000.3,2.4258,0,98329.0,-3.2248e+16,186.59,,10.307,2.2071,0,0,565827.489625327,0.9972697804678835
142,1.7679,525760.0,2.0253,996.87,1.875,0,97883.0,-3.8583e+16,186.42,,10.38,2.2802,0,0,563918.7369266986,0.9972732413982123
143,1.7685,525720.0,2.0257,997.1,1.3528,0,97855.0,-3.8976e+16,186.3,,10.453,2.3533,0,0,563958.2909764752,0.9972677088076163
144,1.7691,525690.0,2.0261,997.33,0.83065,0,97828.0,-3.9369e+16,186.19,,10.526,2.4264,0,0,564003.5890497754,0.9972626642219853
145,1.7697,525660.0,2.0266,997.56,0.30848,0,97800.0,-3.9761e+16,186.08,,10.599,2.4995,0,0,564093.3960480778,0.9972576379093411
146,1.7727,526340.0,2.0254,998.78,-0.35858,0,97989.0,-3.7084e+16,186.11,,10.673,2.5726,0,0,564576.7318749491,0.9972539285843637
147,1.7793,528040.0,2.0218,1001.4,-1.2342,0,98488.0,-2.9987e+16,186.37,,10.746,2.6457,0,0,565626.1985642628,0.9972537476841156
148,1.7914,531250.0,2.0154,1006.4,-2.1808,0,99427.0,-1.6652e+16,186.87,,10.819,2.7188,0,0,567750.5642077541,0.997254157446772
149,1.8098,536240.0,2.0055,1013.9,-3.2113,0,100890.0,4061600000000000.0,187.68,,10.892,2.7919,0,0,570995.8188762976,0.9972568959237355
150,1.8379,543840.0,1.9909,1025.4,-3.9982,0,103110.0,3.5694e+16,188.89,,10.965,2.865,0,0,575907.7940154491,0.9972610814039368
151,1.8844,556440.0,1.9672,1044.2,-4.4677,0,106840.0,8.8612e+16,190.88,,11.038,2.9381,0,0,583995.6977980229,0.9972685487874756
152,1.9507,574390.0,1.9342,1070.7,-4.3786,0,112220.0,1.6494e+17,193.69,,11.111,3.0112,0,0,595035.6471891383,0.9972817336721376
153,2.0362,597520.0,1.8947,1104.3,-4.0843,0,119220.0,2.644e+17,197.1,,11.184,3.0843,0,0,609238.3110972396,0.9972950922381992
154,2.1171,619250.0,1.8583,1135.2,-3.5632,0,125960.0,3.6006e+17,200.29,,11.257,3.1574,0,0,621825.5989244556,0.9973118586436927
155,2.1933,639650.0,1.825,1163.5,-3.0727,0,132410.0,4.5176e+17,203.25,,11.33,3.2305,0,0,633050.6634466484,0.9973303594290034
156,2.2627,658160.0,1.7959,1188.8,-2.6088,0,138350.0,5.3609e+17,205.85,,11.404,3.3036,0,0,642953.5055651825,0.9973466549778595
157,2.3221,673960.0,1.772,1210.1,-2.3204,0,143470.0,6.0878e+17,208.02,,11.477,3.3767,0,0,651232.5214645307,0.9973611389781176
158,2.3656,685270.0,1.7535,1224.7,-1.8109,0,147300.0,6.6315e+17,209.65,,11.55,3.4498,0,0,656439.3152581165,0.9973746123503434
159,2.3986,694370.0,1.7446,1238.0,-1.6636,0,149960.0,7.0091e+17,210.5,,11.623,3.5229,0,0,662375.5240200869,0.9973707860374944
160,2.4104,698270.0,1.7422,1243.6,-1.738,0,150990.0,7.1559e+17,210.91,,11.696,3.596,0,0,665323.8719835704,0.9973736428720869
161,2.4143,700130.0,1.741,1245.8,-1.8097,0,151490.0,7.226e+17,211.26,,11.769,3.6691,0,0,666725.5121911296,0.9973827199396874
162,2.4118,699740.0,1.7423,1245.3,-1.1162,0,151300.0,7.1999e+17,211.22,,11.842,3.7422,0,0,666757.54795327,0.9973839735740986
163,2.4072,698590.0,1.7444,1243.9,-0.15841,0,150880.0,7.1406e+17,211.05,,11.915,3.8153,0,0,666306.4582664894,0.9973826370983758
164,2.4025,697430.0,1.7465,1242.5,0.79938,0,150470.0,7.0813e+17,210.87,,11.988,3.8884,0,0,665893.4967280683,0.9973806427541863
165,2.3979,696280.0,1.7486,1241.0,1.7572,0,150050.0,7.022e+17,210.69,,12.062,3.9615,0,0,665430.3339736414,0.9973788426179672
166,2.3852,692830.0,1.7536,1236.6,2.3548,0,148920.0,6.8616e+17,210.21,,12.135,4.0346,0,0,663723.7373766309,0.9973743226656163
167,2.3703,688750.0,1.7593,1231.2,2.8514,0,147590.0,6.6728e+17,209.65,,12.208,4.1077,0,0,661541.5865155302,0.9973694558661036
168,2.3499,683370.0,1.7677,1224.2,3.7312,0,145800.0,6.4181e+17,208.9,,12.281,4.1808,0,0,658993.7586329284,0.9973634454960232
169,2.3281,677680.0,1.7768,1216.7,4.7071,0,143890.0,6.147e+17,208.09,,12.354,4.2539,0,0,656244.9600032925,0.9973569950973187
170,2.2936,668400.0,1.7905,1204.2,4.7412,0,140910.0,5.7245e+17,206.84,,12.427,4.327,0,0,651387.013132372,0.9973486041631648
171,2.2563,658330.0,1.8052,1190.5,4.5663,0,137700.0,5.2684e+17,205.48,,12.5,4.4001,0,0,645780.6841955762,0.9973402538310171
172,2.2135,646930.0,1.8231,1174.9,4.4269,0,134040.0,4.7489e+17,203.89,,12.573,4.4732,0,0,639661.9351281293,0.9973305431523224
173,2.1648,633830.0,1.8435,1156.7,4.2757,0,129920.0,4.1632e+17,202.06,,12.646,4.5463,0,0,632335.0595708182,0.9973199925164145
174,2.1177,621160.0,1.864,1139.0,4.1905,0,125950.0,3.5997e+17,200.24,,12.719,4.6194,0,0,625166.6171155932,0.9973094941352639
