,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Ptot,Z
14,7.71,1953800.0,0.25845,743.7,-5.5157,0,767160.0,9.4655e+18,335.02,,1.0234,-7.0766,0,0,803891.0384197584,1.0004681008427176
15,7.7042,1952500.0,0.26094,750.14,-5.8344,0,766380.0,9.4544e+18,334.94,,1.0965,-7.0035,0,0,803795.9670935819,1.0004644238392728
16,7.6983,1951200.0,0.26342,756.58,-6.1531,0,765600.0,9.4433e+18,334.85,,1.1696,-6.9304,0,0,803703.8710031323,1.0004603624701596
17,7.6925,1949900.0,0.2659,763.02,-6.4718,0,764820.0,9.4323e+18,334.76,,1.2427,-6.8573,0,0,803617.6211586109,1.0004563040910495
18,7.6867,1948700.0,0.26838,769.47,-6.7905,0,764040.0,9.4212e+18,334.67,,1.3158,-6.7842,0,0,803537.2084964811,1.0004522487095397
19,7.6808,1947400.0,0.27086,775.91,-7.1092,0,763260.0,9.4101e+18,334.58,,1.3889,-6.7111,0,0,803462.6240500354,1.0004481963332421
20,7.675,1946100.0,0.27335,782.35,-7.4279,0,762480.0,9.399e+18,334.5,,1.462,-6.638,0,0,803396.8976623946,1.0004445347330522
21,7.6685,1944700.0,0.27639,790.26,-7.4855,0,761580.0,9.3863e+18,334.39,,1.5351,-6.5649,0,0,803379.7965529057,1.0004396275609027
22,7.6611,1943100.0,0.28026,800.35,-7.1554,0,760500.0,9.3709e+18,334.24,,1.6082,-6.4918,0,0,803440.3104341178,1.000433045623733
23,7.6536,1941500.0,0.28413,810.44,-6.8253,0,759420.0,9.3556e+18,334.09,,1.6813,-6.4187,0,0,803515.3591363261,1.0004264686485322
24,7.6461,1939900.0,0.288,820.52,-6.4951,0,758350.0,9.3403e+18,333.94,,1.7544,-6.3456,0,0,803615.521734954,1.0004199035213026
25,7.634,1937200.0,0.29267,832.23,-6.4401,0,756710.0,9.317e+18,333.75,,1.8275,-6.2725,0,0,803385.2417317785,1.0004114022238217
26,7.6214,1934300.0,0.29742,844.07,-6.4094,0,755020.0,9.293e+18,333.55,,1.9006,-6.1994,0,0,803147.9089877687,1.0004024923352597
27,7.6088,1931500.0,0.30217,855.92,-6.3788,0,753320.0,9.269e+18,333.35,,1.9737,-6.1263,0,0,802920.1134529354,1.0003935902678307
28,7.5966,1928800.0,0.30687,867.63,-6.2529,0,751680.0,9.2457e+18,333.16,,2.0468,-6.0532,0,0,802759.4588530946,1.0003851307754614
29,7.5848,1926200.0,0.31153,879.18,-6.0036,0,750110.0,9.2233e+18,332.98,,2.1199,-5.9801,0,0,802679.6757604678,1.0003771189086208
30,7.5728,1923700.0,0.31683,892.43,-5.927,0,748440.0,9.1996e+18,332.77,,2.193,-5.907,0,0,802736.8453218009,1.0003678886614842
31,7.5606,1921200.0,0.32244,906.47,-5.9305,0,746720.0,9.1753e+18,332.54,,2.2661,-5.8339,0,0,802876.8309593581,1.0003578618354656
32,7.5443,1917600.0,0.32907,922.69,-5.9309,0,744480.0,9.1435e+18,332.26,,2.3392,-5.7608,0,0,802856.200393576,1.00034558710669
33,7.5275,1914100.0,0.33577,939.01,-5.9295,0,742190.0,9.1109e+18,331.98,,2.4123,-5.6877,0,0,802846.66256958,1.0003333087003439
34,7.5105,1910400.0,0.34243,955.02,-5.9213,0,739850.0,9.0777e+18,331.68,,2.4854,-5.6146,0,0,802807.42095161,1.0003202474127748
35,7.4934,1906700.0,0.34914,971.1,-5.9057,0,737490.0,9.0442e+18,331.38,,2.5585,-5.5415,0,0,802804.2727108363,1.0003072028037903
36,7.4761,1902900.0,0.35593,987.24,-5.8804,0,735100.0,9.0102e+18,331.06,,2.6316,-5.4684,0,0,802838.7591126645,1.000293387539581
37,7.4577,1899000.0,0.36296,1003.7,-5.8502,0,732560.0,8.9742e+18,330.74,,2.7047,-5.3953,0,0,802844.4275955867,1.000279523672879
38,7.4389,1894900.0,0.37011,1020.4,-5.8176,0,729960.0,8.9373e+18,330.4,,2.7778,-5.3222,0,0,802874.8214742969,1.0002648792124627
39,7.4183,1890500.0,0.37762,1037.7,-5.7652,0,727150.0,8.8973e+18,330.03,,2.8509,-5.2491,0,0,802865.5881978963,1.0002489914464463
40,7.3974,1885900.0,0.38523,1055.0,-5.7102,0,724280.0,8.8566e+18,329.66,,2.924,-5.176,0,0,802878.4823897308,1.000233117522301
41,7.375,1881100.0,0.39317,1072.8,-5.6527,0,721220.0,8.8131e+18,329.27,,2.9971,-5.1029,0,0,802869.1424181075,1.0002164181221231
42,7.352,1876100.0,0.40126,1090.8,-5.5966,0,718080.0,8.7685e+18,328.86,,3.0702,-5.0298,0,0,802886.5589618641,1.0001989485992293
43,7.3281,1871000.0,0.40957,1109.1,-5.5426,0,714810.0,8.722e+18,328.43,,3.1433,-4.9567,0,0,802908.0529895215,1.0001806931321218
44,7.3031,1865500.0,0.41806,1127.4,-5.5309,0,711400.0,8.6737e+18,327.98,,3.2164,-4.8836,0,0,802907.2139496041,1.000161655360552
45,7.2775,1860000.0,0.42666,1145.8,-5.5469,0,707910.0,8.6241e+18,327.52,,3.2895,-4.8105,0,0,802921.4499198067,1.0001422593991696
46,7.2514,1854400.0,0.43542,1164.2,-5.4816,0,704340.0,8.5735e+18,327.04,,3.3626,-4.7374,0,0,802975.5042718376,1.0001221145226589
47,7.2251,1848700.0,0.44423,1182.7,-5.3367,0,700760.0,8.5226e+18,326.56,,3.4357,-4.6643,0,0,803098.7664165065,1.0001020381333352
48,7.1973,1842900.0,0.45354,1201.9,-4.1925,0,697010.0,8.4693e+18,326.07,,3.5088,-4.5912,0,0,803328.8976783742,1.0000815951236979
49,7.165,1836000.0,0.46394,1222.9,-3.9202,0,692650.0,8.4075e+18,325.49,,3.5819,-4.5181,0,0,803462.1816437988,1.0000575207276408
50,7.1314,1828600.0,0.47404,1242.5,-3.7046,0,688140.0,8.3434e+18,324.9,,3.655,-4.445,0,0,803341.4817585379,1.000033133113856
51,7.0975,1821200.0,0.48465,1263.0,-3.6401,0,683540.0,8.2781e+18,324.27,,3.7281,-4.3719,0,0,803447.6952592934,1.0000072583478348
52,7.0615,1813400.0,0.4956,1283.7,-3.5664,0,678690.0,8.2092e+18,323.61,,3.8012,-4.2988,0,0,803513.0413166247,0.9999802844212142
53,7.0249,1805400.0,0.50634,1303.4,-3.5004,0,673780.0,8.1395e+18,322.94,,3.8743,-4.2257,0,0,803467.8419883829,0.9999530503065687
54,6.9905,1797900.0,0.51677,1322.4,-3.1159,0,669140.0,8.0736e+18,322.29,,3.9474,-4.1526,0,0,803643.8900235896,0.999926775343324
55,6.9521,1789500.0,0.528,1342.2,-2.9087,0,663970.0,8.0002e+18,321.57,,4.0205,-4.0795,0,0,803695.9569753109,0.9998978287716656
56,6.9115,1780600.0,0.53962,1362.1,-2.8113,0,658550.0,7.9231e+18,320.82,,4.0936,-4.0064,0,0,803738.8312949837,0.9998678609976496
57,6.8703,1771600.0,0.55132,1381.7,-2.7633,0,653050.0,7.845e+18,320.04,,4.1667,-3.9333,0,0,803803.3535856132,0.9998368829558153
58,6.8278,1762200.0,0.5632,1401.0,-2.7201,0,647390.0,7.7647e+18,319.25,,4.2398,-3.8602,0,0,803848.1039259287,0.9998057276118579
59,6.7838,1752500.0,0.57527,1419.9,-2.6842,0,641550.0,7.6818e+18,318.42,,4.3129,-3.7871,0,0,803852.8612476117,0.9997732071764718
60,6.7383,1742500.0,0.58753,1438.6,-2.6395,0,635550.0,7.5966e+18,317.57,,4.386,-3.714,0,0,803840.8100838641,0.999740153982043
61,6.6918,1732200.0,0.59998,1456.9,-2.5875,0,629420.0,7.5095e+18,316.69,,4.4591,-3.6409,0,0,803848.5380183399,0.9997061768053714
62,6.6443,1721600.0,0.61262,1474.9,-2.5271,0,623160.0,7.4207e+18,315.79,,4.5322,-3.5678,0,0,803874.9183097827,0.9996717057145003
63,6.5957,1710900.0,0.62544,1492.6,-2.462,0,616790.0,7.3301e+18,314.86,,4.6053,-3.4947,0,0,803938.0669025315,0.9996363461072749
64,6.5461,1699800.0,0.63845,1509.9,-2.3958,0,610290.0,7.2378e+18,313.9,,4.6784,-3.4216,0,0,804016.892018368,0.9996001281323024
65,6.4952,1688500.0,0.65162,1526.7,-2.3288,0,603650.0,7.1436e+18,312.92,,4.7515,-3.3485,0,0,804075.375869774,0.9995634953018037
66,6.4432,1677000.0,0.66495,1542.9,-2.259,0,596880.0,7.0475e+18,311.91,,4.8246,-3.2754,0,0,804122.7995432338,0.9995260591461844
67,6.39,1665100.0,0.67843,1558.6,-2.1845,0,590000.0,6.9497e+18,310.88,,4.8977,-3.2023,0,0,804175.0949081171,0.9994882481605173
68,6.3358,1652900.0,0.69205,1573.7,-2.1041,0,583000.0,6.8503e+18,309.82,,4.9708,-3.1292,0,0,804207.1293279035,0.9994496836957417
69,6.2806,1640500.0,0.7058,1588.2,-2.0172,0,575890.0,6.7494e+18,308.73,,5.0439,-3.0561,0,0,804220.0632558389,0.9994103866208067
70,6.2244,1627900.0,0.71968,1602.0,-1.924,0,568690.0,6.6472e+18,307.63,,5.117,-2.983,0,0,804236.1950590403,0.9993712038152794
71,6.1674,1615100.0,0.73367,1615.3,-1.8274,0,561410.0,6.5438e+18,306.5,,5.1901,-2.9099,0,0,804249.5696651426,0.9993313186291223
72,6.1096,1602000.0,0.74778,1627.8,-1.7277,0,554060.0,6.4394e+18,305.34,,5.2632,-2.8368,0,0,804276.2843335874,0.9992907448909314
73,6.051,1588800.0,0.762,1639.7,-1.6249,0,546640.0,6.3339e+18,304.17,,5.3363,-2.7637,0,0,804302.9453866711,0.9992503516656711
74,5.9917,1575300.0,0.77633,1651.0,-1.5206,0,539150.0,6.2276e+18,302.97,,5.4094,-2.6906,0,0,804323.195089727,0.9992093253723744
75,5.9317,1561700.0,0.79076,1661.4,-1.4157,0,531610.0,6.1205e+18,301.75,,5.4825,-2.6175,0,0,804352.4231395186,0.9991680898623321
76,5.8712,1547900.0,0.80529,1671.2,-1.3104,0,524020.0,6.0128e+18,300.51,,5.5556,-2.5444,0,0,804384.1182888243,0.9991266726821398
77,5.81,1534000.0,0.81991,1680.3,-1.2046,0,516390.0,5.9044e+18,299.25,,5.6287,-2.4713,0,0,804418.7338543745,0.9990850865136921
78,5.7484,1519900.0,0.83461,1688.7,-1.0991,0,508730.0,5.7957e+18,297.98,,5.7018,-2.3982,0,0,804456.6784143492,0.9990437705758726
79,5.6863,1505600.0,0.84939,1696.3,-0.99475,0,501050.0,5.6865e+18,296.68,,5.7749,-2.3251,0,0,804506.9096289865,0.9990018753718587
80,5.6237,1491300.0,0.86425,1703.2,-0.88918,0,493340.0,5.5771e+18,295.37,,5.848,-2.252,0,0,804546.10657469,0.9989603046261492
81,5.5608,1476800.0,0.87918,1709.4,-0.78311,0,485620.0,5.4675e+18,294.04,,5.9211,-2.1789,0,0,804590.7916540472,0.9989186162817261
82,5.4974,1462200.0,0.89418,1714.8,-0.67705,0,477890.0,5.3576e+18,292.69,,5.9942,-2.1058,0,0,804633.634460354,0.9988768340175785
83,5.4338,1447400.0,0.90924,1719.5,-0.57129,0,470150.0,5.2478e+18,291.32,,6.0673,-2.0327,0,0,804658.0751124313,0.9988349829505351
84,5.3698,1432600.0,0.92437,1723.4,-0.46548,0,462410.0,5.1379e+18,289.94,,6.1404,-1.9596,0,0,804681.9149787019,0.9987935024600934
85,5.3055,1417700.0,0.93957,1726.6,-0.35848,0,454670.0,5.028e+18,288.55,,6.2135,-1.8865,0,0,804697.3803593848,0.9987524211860584
86,5.2409,1402600.0,0.95483,1729.1,-0.25988,0,446950.0,4.9183e+18,287.14,,6.2866,-1.8134,0,0,804723.2602992555,0.9987112732825844
87,5.1761,1387500.0,0.97018,1730.8,-0.15935,0,439230.0,4.8088e+18,285.71,,6.3597,-1.7403,0,0,804743.4030429203,0.9986701358826167
88,5.1111,1372200.0,0.98561,1731.9,-0.05958,0,431530.0,4.6993e+18,284.27,,6.4328,-1.6672,0,0,804777.3271186843,0.9986294200371576
89,5.0458,1356900.0,1.0011,1732.2,0.040062,0,423830.0,4.59e+18,282.81,,6.5059,-1.5941,0,0,804760.9017361684,0.9985887711068847
90,4.9803,1341500.0,1.0168,1731.9,0.13864,0,416140.0,4.4809e+18,281.34,,6.579,-1.521,0,0,804840.8465999926,0.9985486341658272
91,4.9146,1326000.0,1.0325,1730.8,0.23731,0,408480.0,4.372e+18,279.84,,6.6521,-1.4479,0,0,804830.2738646471,0.9985080763121589
92,4.8487,1310400.0,1.0483,1729.1,0.34037,0,400830.0,4.2634e+18,278.34,,6.7252,-1.3748,0,0,804755.3378481988,0.998468537135586
93,4.7826,1294700.0,1.0642,1726.7,0.43939,0,393200.0,4.155e+18,276.81,,6.7983,-1.3017,0,0,804607.9410270277,0.9984286667647039
94,4.7162,1278900.0,1.0803,1723.6,0.53569,0,385580.0,4.0468e+18,275.27,,6.8714,-1.2286,0,0,804437.6466557141,0.9983894363368331
95,4.6496,1263000.0,1.0965,1719.8,0.63336,0,377970.0,3.9388e+18,273.71,,6.9445,-1.1555,0,0,804120.9939697755,0.9983504337045771
96,4.5827,1247000.0,1.1128,1715.4,0.73166,0,370380.0,3.831e+18,272.13,,7.0176,-1.0824,0,0,803653.2193039737,0.9983116541449367
97,4.5155,1230900.0,1.1293,1710.3,0.83082,0,362800.0,3.7234e+18,270.52,,7.0907,-1.0093,0,0,803084.9888365562,0.9982727234737816
98,4.448,1214700.0,1.146,1704.5,0.93149,0,355230.0,3.6159e+18,268.9,,7.1638,-0.9362,0,0,802390.6841299569,0.9982345997329618
99,4.3802,1198300.0,1.1629,1698.0,1.035,0,347660.0,3.5084e+18,267.24,,7.2369,-0.8631,0,0,801521.5630345701,0.9981960055469975
100,4.3119,1181800.0,1.1801,1690.8,1.1421,0,340100.0,3.401e+18,265.57,,7.31,-0.79,0,0,800570.7390852063,0.9981583226062152
101,4.2431,1165100.0,1.1975,1682.9,1.2464,0,332530.0,3.2935e+18,263.86,,7.3831,-0.7169,0,0,799366.4299331098,0.9981203312440773
102,4.1739,1148200.0,1.2151,1674.3,1.3541,0,324960.0,3.186e+18,262.13,,7.4562,-0.6438,0,0,797903.5323558393,0.9980829684851009
103,4.1041,1131200.0,1.2331,1665.0,1.4643,0,317370.0,3.0782e+18,260.36,,7.5293,-0.5707,0,0,796294.5136122917,0.9980454935407584
104,4.0337,1113900.0,1.2514,1655.0,1.5761,0,309770.0,2.9703e+18,258.56,,7.6024,-0.4976,0,0,794434.2631108372,0.9980083953662005
105,3.9627,1096500.0,1.27,1644.1,1.6888,0,302150.0,2.8622e+18,256.73,,7.6755,-0.4245,0,0,792262.8840474461,0.9979718276494367
106,3.891,1078800.0,1.289,1632.6,1.8025,0,294530.0,2.7539e+18,254.86,,7.7486,-0.3514,0,0,789891.2619442487,0.997935283440804
107,3.8188,1061000.0,1.3083,1620.2,1.9172,0,286900.0,2.6456e+18,252.95,,7.8217,-0.2783,0,0,787162.6908814645,0.9978989236676733
108,3.7461,1042900.0,1.328,1607.1,2.0279,0,279280.0,2.5373e+18,251.01,,7.8948,-0.2052,0,0,784188.2631494908,0.9978631791527026
109,3.6729,1024700.0,1.3481,1593.2,2.1349,0,271660.0,2.4292e+18,249.03,,7.9679,-0.1321,0,0,780902.0822156294,0.9978277521427956
110,3.5994,1006400.0,1.3685,1578.6,2.2384,0,264080.0,2.3215e+18,247.02,,8.041,-0.059,0,0,777291.5141064309,0.9977929060086443
111,3.5257,987890.0,1.3893,1563.3,2.3353,0,256530.0,2.2143e+18,244.98,,8.1141,0.0141,0,0,773385.0901355296,0.9977588127550414
112,3.4519,969330.0,1.4104,1547.2,2.4222,0,249030.0,2.1078e+18,242.91,,8.1872,0.0872,0,0,769120.4548616303,0.9977253959963205
113,3.3782,950750.0,1.4317,1530.5,2.4974,0,241620.0,2.0026e+18,240.82,,8.2603,0.1603,0,0,764508.3685010436,0.9976928506890695
114,3.3051,932240.0,1.4533,1513.2,2.5616,0,234330.0,1.899e+18,238.71,,8.3334,0.2334,0,0,759714.8616218332,0.9976609292833029
115,3.2327,913850.0,1.4749,1495.5,2.6173,0,227180.0,1.7974e+18,236.61,,8.4065,0.3065,0,0,754541.1681076931,0.9976309034445687
116,3.1614,895650.0,1.4966,1477.4,2.6637,0,220180.0,1.6981e+18,234.5,,8.4796,0.3796,0,0,749108.3140556931,0.9976016848770777
117,3.0911,877670.0,1.5184,1458.9,2.7062,0,213350.0,1.6011e+18,232.39,,8.5527,0.4527,0,0,743490.1310569438,0.9975735135020047
118,3.0219,859900.0,1.5402,1440.1,2.7468,0,206690.0,1.5066e+18,230.29,,8.6258,0.5258,0,0,737616.8490682268,0.9975468293751445
119,2.9538,842350.0,1.562,1421.1,2.7875,0,200200.0,1.4143e+18,228.2,,8.6989,0.5989,0,0,731504.3860568248,0.997521577909671
120,2.8867,825020.0,1.5838,1401.8,2.8298,0,193860.0,1.3243e+18,226.11,,8.772,0.672,0,0,725095.3461274809,0.9974974572780412
121,2.8206,807860.0,1.6058,1382.2,2.8753,0,187670.0,1.2364e+18,224.02,,8.8451,0.7451,0,0,718555.6700923815,0.9974744275239563
122,2.7552,790860.0,1.6279,1362.4,2.925,0,181610.0,1.1504e+18,221.93,,8.9182,0.8182,0,0,711738.9664818785,0.9974527231508987
123,2.6905,773960.0,1.6502,1342.2,2.9772,0,175670.0,1.066e+18,219.83,,8.9913,0.8913,0,0,704685.0080319245,0.9974319719737559
124,2.6263,757140.0,1.6727,1321.7,3.0298,0,169830.0,9.8305e+17,217.71,,9.0644,0.9644,0,0,697312.2455879304,0.9974119682836751
125,2.5623,740310.0,1.6957,1300.7,3.0754,0,164060.0,9.0112e+17,215.57,,9.1375,1.0375,0,0,689701.6073781924,0.9973932143407989
126,2.4981,723410.0,1.7195,1279.4,3.0805,0,158310.0,8.1958e+17,213.37,,9.2106,1.1106,0,0,681818.6443056645,0.9973745925639742
127,2.4329,706150.0,1.7443,1257.2,3.0676,0,152530.0,7.3748e+17,211.08,,9.2837,1.1837,0,0,673521.8236606838,0.9973556202386066
128,2.3707,689520.0,1.7675,1235.0,3.2242,0,147120.0,6.6064e+17,208.94,,9.3568,1.2568,0,0,664824.4391591935,0.997341680392454
129,2.3086,672860.0,1.7915,1212.6,3.3183,0,141770.0,5.8457e+17,206.75,,9.4299,1.3299,0,0,656002.8372403914,0.997327834630203
130,2.2459,656280.0,1.8174,1190.1,3.5343,0,136390.0,5.0822e+17,204.46,,9.503,1.403,0,0,647280.4751964574,0.997313387751492
131,2.1749,637260.0,1.8474,1163.8,3.5099,0,130350.0,4.2249e+17,201.8,,9.5761,1.4761,0,0,636804.5017262517,0.9972976947434131
132,2.1035,618010.0,1.8778,1136.5,3.4046,0,124400.0,3.3793e+17,199.11,,9.6492,1.5492,0,0,625625.3396397302,0.9972843711043401
133,2.0399,600640.0,1.9042,1111.1,3.4469,0,119220.0,2.6436e+17,196.78,,9.7223,1.6223,0,0,614696.9881558393,0.9972784510519507
134,1.9892,587220.0,1.9268,1091.2,4.3922,0,115170.0,2.0691e+17,194.94,,9.7954,1.6954,0,0,606487.0908148056,0.9972764177567537
135,1.942,574730.0,1.9513,1073.0,4.2994,0,111310.0,1.5205e+17,192.94,,9.8685,1.7685,0,0,599601.1457520209,0.9972646850974439
136,1.8953,562340.0,1.9754,1054.9,4.2325,0,107500.0,9.7926e+16,190.96,,9.9416,1.8416,0,0,592010.652832126,0.9972559056558605
137,1.8534,550810.0,1.996,1037.5,4.4075,0,104180.0,5.0782e+16,189.21,,10.015,1.9147,0,0,584566.0456934123,0.9972496504224487
138,1.8169,540680.0,2.0134,1022.0,4.4582,0,101300.0,9923300000000000.0,187.72,,10.088,1.9878,0,0,577396.425003984,0.9972478730214659
139,1.8065,537480.0,2.0152,1016.5,3.897,0,100600.0,7774600000000.0,187.5,,10.161,2.0609,0,0,574338.227909748,0.9972552820608829
140,1.7961,534280.0,2.0171,1011.0,3.3359,0,99902.0,-9907800000000000.0,187.27,,10.234,2.134,0,0,571330.509756527,0.9972622198419788
141,1.7857,531070.0,2.019,1005.4,2.7747,0,99204.0,-1.9823e+16,187.05,,10.307,2.2071,0,0,568310.2104817028,0.997269797234836
142,1.7785,528780.0,2.0205,1001.6,2.2089,0,98699.0,-2.7002e+16,186.85,,10.38,2.2802,0,0,566180.3651209794,0.9972732050443064
143,1.7791,528740.0,2.0209,1001.8,1.6317,0,98666.0,-2.746e+16,186.73,,10.453,2.3533,0,0,566193.1582634092,0.9972678068797755
144,1.7797,528690.0,2.0214,1002.1,1.0546,0,98634.0,-2.7919e+16,186.61,,10.526,2.4264,0,0,566262.2225462116,0.997262369845876
145,1.7803,528650.0,2.0218,1002.3,0.47749,0,98602.0,-2.8377e+16,186.48,,10.599,2.4995,0,0,566280.4865005825,0.9972563928157956
146,1.7834,529320.0,2.0206,1003.5,-0.23761,0,98789.0,-2.5712e+16,186.51,,10.673,2.5726,0,0,566744.2264471528,0.9972527800219875
147,1.7901,531020.0,2.0171,1006.2,-1.1513,0,99294.0,-1.8551e+16,186.77,,10.746,2.6457,0,0,567856.1405494061,0.9972525408884789
148,1.8021,534200.0,2.0107,1011.0,-2.1329,0,100230.0,-5279500000000000.0,187.26,,10.819,2.7188,0,0,569922.1384182122,0.9972527054155358
149,1.8203,539140.0,2.0011,1018.5,-3.1948,0,101670.0,1.5219e+16,188.05,,10.892,2.7919,0,0,573129.3644254745,0.9972553147626554
150,1.8473,546420.0,1.9872,1029.6,-4.1801,0,103800.0,4.5477e+16,189.19,,10.965,2.865,0,0,577817.4406249811,0.9972586232764691
151,1.891,558210.0,1.9649,1047.2,-5.2204,0,107310.0,9.5217e+16,191.04,,11.038,2.9381,0,0,585329.689224298,0.9972649580694023
152,1.9495,573980.0,1.9355,1070.3,-5.7837,0,112070.0,1.6295e+17,193.54,,11.111,3.0112,0,0,594956.1558168788,0.9972775422401896
153,2.0238,594000.0,1.9,1099.2,-5.1259,0,118190.0,2.4973e+17,196.6,,11.184,3.0843,0,0,606995.0668227476,0.9972926135928077
154,2.1075,616510.0,1.8619,1131.2,-4.1471,0,125170.0,3.4885e+17,199.93,,11.257,3.1574,0,0,620054.6167290875,0.9973101963865005
155,2.1892,638400.0,1.8263,1161.7,-3.3048,0,132060.0,4.4679e+17,203.09,,11.33,3.2305,0,0,632173.0117148065,0.9973292172161479
156,2.2606,657520.0,1.7966,1187.9,-2.4905,0,138170.0,5.3347e+17,205.77,,11.404,3.3036,0,0,642557.769762346,0.997346023305159
157,2.3172,672740.0,1.7742,1208.5,-1.9307,0,143040.0,6.0266e+17,207.84,,11.477,3.3767,0,0,650695.5753762225,0.9973598987629216
158,2.3544,682580.0,1.7587,1221.3,-1.3288,0,146320.0,6.4922e+17,209.25,,11.55,3.4498,0,0,655458.9874291158,0.997371850065513
159,2.3816,690080.0,1.7514,1232.4,-1.1688,0,148490.0,6.8012e+17,209.93,,11.623,3.5229,0,0,660355.9845288841,0.9973677058647026
160,2.3936,693920.0,1.7494,1238.1,-1.231,0,149470.0,6.9404e+17,210.26,,11.696,3.596,0,0,663387.3612635408,0.9973671903443937
161,2.3999,696310.0,1.7485,1241.5,-1.2882,0,150060.0,7.0241e+17,210.54,,11.769,3.6691,0,0,665407.3683795931,0.9973710675234871
162,2.3983,696220.0,1.7495,1241.4,-0.75166,0,149970.0,7.0109e+17,210.55,,11.842,3.7422,0,0,665673.2611234281,0.9973731473941312
163,2.394,695290.0,1.7511,1240.1,-0.0099659,0,149640.0,6.9641e+17,210.46,,11.915,3.8153,0,0,665270.8322762651,0.9973743564237076
164,2.3896,694350.0,1.7527,1238.7,0.73172,0,149310.0,6.9173e+17,210.38,,11.988,3.8884,0,0,664864.7786099197,0.9973760845763237
165,2.3853,693410.0,1.7543,1237.4,1.4734,0,148980.0,6.8705e+17,210.3,,12.062,3.9615,0,0,664455.0401969244,0.9973778248157741
166,2.3734,690270.0,1.7592,1233.3,2.0759,0,147940.0,6.7219e+17,209.86,,12.135,4.0346,0,0,663044.5974930093,0.9973738891715928
167,2.3593,686520.0,1.7649,1228.4,2.6393,0,146690.0,6.5447e+17,209.33,,12.208,4.1077,0,0,661177.2347795204,0.9973692794652198
168,2.3452,682770.0,1.7707,1223.5,3.2027,0,145440.0,6.3674e+17,208.79,,12.281,4.1808,0,0,659323.8780360837,0.9973643608306212
169,2.3312,679010.0,1.7765,1218.6,3.7661,0,144190.0,6.1902e+17,208.26,,12.354,4.2539,0,0,657418.3421316078,0.9973601517637264
170,2.3073,672630.0,1.7864,1210.2,4.5051,0,142100.0,5.8935e+17,207.36,,12.427,4.327,0,0,654244.8828845852,0.9973528716729974
171,2.2812,665660.0,1.7971,1200.9,5.2831,0,139830.0,5.5703e+17,206.38,,12.5,4.4001,0,0,650593.5505612522,0.9973455082592387
172,2.2441,655650.0,1.812,1187.2,5.4106,0,136640.0,5.1179e+17,205.01,,12.573,4.4732,0,0,645073.0021509546,0.9973367518514553
173,2.2005,643980.0,1.831,1171.4,5.8805,0,132880.0,4.5832e+17,203.31,,12.646,4.5463,0,0,638993.2064749688,0.997323982244263
174,2.1467,629510.0,1.854,1151.3,5.385,0,128320.0,3.9359e+17,201.25,,12.719,4.6194,0,0,630870.8988207849,0.9973115082249366
