,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,Z
0,7.7524,1963500.0,0.24147,699.33,0.60616,0,772800.0,9.5456e+18,335.64,,0.0,-8.1,0,0,805032.0052713464,1.000496387485722
1,7.7505,1963100.0,0.24224,701.34,0.16663,0,772540.0,9.5418e+18,335.61,,0.0731,-8.0269,0,0,804969.9313972312,1.0004950251529607
2,7.7486,1962600.0,0.243,703.35,-0.2729,0,772270.0,9.538e+18,335.57,,0.1462,-7.9538,0,0,804895.2774209342,1.0004932683926886
3,7.7467,1962100.0,0.24377,705.36,-0.71242,0,772000.0,9.5343e+18,335.54,,0.2193,-7.8807,0,0,804823.8875585241,1.0004918989953397
4,7.7448,1961600.0,0.24454,707.37,-1.152,0,771740.0,9.5305e+18,335.51,,0.2924,-7.8076,0,0,804763.484713937,1.0004905376425
5,7.7429,1961200.0,0.2453,709.38,-1.5915,0,771470.0,9.5267e+18,335.47,,0.3655,-7.7345,0,0,804690.4682109746,1.0004887817922126
6,7.7411,1960700.0,0.24607,711.39,-2.031,0,771200.0,9.5229e+18,335.44,,0.4386,-7.6614,0,0,804620.73903652,1.0004874134286057
7,7.739,1960200.0,0.24696,713.73,-2.4607,0,770910.0,9.5187e+18,335.4,,0.5117,-7.5883,0,0,804563.8880480268,1.0004856429144853
8,7.7359,1959500.0,0.24846,717.71,-2.8423,0,770480.0,9.5127e+18,335.35,,0.5848,-7.5152,0,0,804531.1454294851,1.0004833789255847
9,7.7328,1958800.0,0.24996,721.69,-3.224,0,770060.0,9.5067e+18,335.3,,0.6579,-7.4421,0,0,804511.0591974,1.0004811234066875
10,7.7298,1958200.0,0.25146,725.67,-3.6057,0,769630.0,9.5006e+18,335.24,,0.731,-7.369,0,0,804482.7404931228,1.0004784737436747
11,7.7267,1957500.0,0.25296,729.66,-3.9873,0,769210.0,9.4946e+18,335.19,,0.8041,-7.2959,0,0,804467.0768630642,1.000476219882192
12,7.7236,1956800.0,0.25446,733.64,-4.369,0,768780.0,9.4886e+18,335.14,,0.8772,-7.2228,0,0,804443.1573448068,1.0004739593686514
13,7.7206,1956100.0,0.25596,737.62,-4.7506,0,768360.0,9.4825e+18,335.09,,0.9503,-7.1497,0,0,804431.9098848648,1.0004717072207159
