,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,Z
0,7.7588,1965100.0,0.23907,693.06,0.26143,0,773660.0,9.5579e+18,335.74,1,0.0,-8.1,0,0,805280.7398884505,1.000500925733329
1,7.7569,1964700.0,0.23972,694.75,-0.096048,0,773420.0,9.5544e+18,335.71,1,0.0731,-8.0269,0,0,805205.4682311749,1.0004995779130696
2,7.755,1964200.0,0.24037,696.43,-0.45353,0,773180.0,9.551e+18,335.69,1,0.1462,-7.9538,0,0,805130.580057381,1.0004986172624253
3,7.7531,1963800.0,0.24102,698.12,-0.81101,0,772940.0,9.5475e+18,335.67,1,0.2193,-7.8807,0,0,805056.0834816765,1.0004976568961237
4,7.7506,1963200.0,0.24181,700.15,-1.2633,0,772610.0,9.5429e+18,335.64,1,0.2924,-7.8076,0,0,804926.1504772721,1.0004962401435373
5,7.7476,1962400.0,0.2427,702.41,-1.7829,0,772240.0,9.5376e+18,335.6,1,0.3655,-7.7345,0,0,804782.2893336853,1.0004944061225478
6,7.7446,1961700.0,0.24359,704.67,-2.3024,0,771860.0,9.5322e+18,335.57,1,0.4386,-7.6614,0,0,804628.6980506089,1.0004929519430672
7,7.7417,1961000.0,0.2446,707.29,-2.744,0,771490.0,9.5269e+18,335.53,1,0.5117,-7.5883,0,0,804519.1282567139,1.000491119319128
8,7.7393,1960600.0,0.24618,711.6,-2.8059,0,771170.0,9.5224e+18,335.5,1,0.5848,-7.5152,0,0,804619.7125219287,1.0004897126516143
9,7.737,1960200.0,0.24776,715.91,-2.8679,0,770850.0,9.5178e+18,335.46,1,0.6579,-7.4421,0,0,804722.906582025,1.0004879196014098
10,7.7347,1959800.0,0.24934,720.23,-2.9298,0,770520.0,9.5133e+18,335.42,1,0.731,-7.369,0,0,804818.2526527507,1.0004861193814725
11,7.7294,1958600.0,0.25122,725.06,-3.4876,0,769840.0,9.5035e+18,335.35,1,0.8041,-7.2959,0,0,804634.6639358378,1.0004828923018716
12,7.7231,1957100.0,0.25319,730.07,-4.222,0,769020.0,9.4919e+18,335.27,1,0.8772,-7.2228,0,0,804333.3763193524,1.0004791746536676
13,7.7168,1955500.0,0.25517,735.08,-4.9564,0,768210.0,9.4803e+18,335.18,1,0.9503,-7.1497,0,0,804048.8442418078,1.000475080883552
14,7.7109,1954200.0,0.25737,740.77,-5.4642,0,767430.0,9.4693e+18,335.1,1,1.0234,-7.0766,0,0,803862.4884842511,1.0004713998775687
15,7.7059,1953200.0,0.26008,747.98,-5.4551,0,766750.0,9.4597e+18,335.02,1,1.0965,-7.0035,0,0,803933.6032110102,1.0004677962345325
16,7.7009,1952200.0,0.26279,755.2,-5.4459,0,766080.0,9.4501e+18,334.95,1,1.1696,-6.9304,0,0,804022.5600788373,1.0004645894454847
17,7.6959,1951300.0,0.2655,762.42,-5.4368,0,765400.0,9.4405e+18,334.87,1,1.2427,-6.8573,0,0,804108.3848827784,1.0004609903230777
18,7.6873,1949200.0,0.26858,770.21,-6.1035,0,764260.0,9.4243e+18,334.74,1,1.3158,-6.7842,0,0,803828.5632547963,1.0004551210670656
19,7.678,1947000.0,0.27172,778.1,-6.8862,0,763030.0,9.4068e+18,334.61,1,1.3889,-6.7111,0,0,803480.7019477114,1.0004491933435753
20,7.6687,1944800.0,0.27486,786.0,-7.6689,0,761800.0,9.3894e+18,334.48,1,1.462,-6.638,0,0,803141.5566502499,1.0004432733286344
21,7.6603,1942900.0,0.27829,794.79,-8.0753,0,760660.0,9.3732e+18,334.34,1,1.5351,-6.5649,0,0,802996.0321479661,1.0004370370869238
22,7.6531,1941500.0,0.28216,804.91,-7.9227,0,759650.0,9.3588e+18,334.21,1,1.6082,-6.4918,0,0,803137.0761716799,1.0004312859008986
23,7.6459,1940000.0,0.28604,815.04,-7.7701,0,758630.0,9.3444e+18,334.08,1,1.6813,-6.4187,0,0,803285.4536698457,1.0004255325341571
24,7.6387,1938600.0,0.28991,825.16,-7.6175,0,757620.0,9.33e+18,333.95,1,1.7544,-6.3456,0,0,803455.9878927052,1.0004197909390098
25,7.627,1935900.0,0.29426,835.96,-8.2279,0,756020.0,9.3074e+18,333.75,1,1.8275,-6.2725,0,0,803171.3555825283,1.0004109358871565
26,7.6149,1933100.0,0.29865,846.82,-8.9057,0,754380.0,9.284e+18,333.55,1,1.9006,-6.1994,0,0,802874.1942555571,1.0004020666206597
27,7.6029,1930200.0,0.30304,857.67,-9.5835,0,752740.0,9.2607e+18,333.36,1,1.9737,-6.1263,0,0,802593.9486726542,1.0003935994495974
28,7.5915,1927700.0,0.30758,868.99,-9.8692,0,751180.0,9.2385e+18,333.16,1,2.0468,-6.0532,0,0,802467.2610935475,1.000384808636158
